Street,Postal Code,City,Latitude,Longitude,URL
Ansbacher Straße 44,91560,Heilsbronn,49.3346216,10.7800494,https://filialen.aldi-sued.de/bayern/heilsbronn/ansbacher-strasse-44
Am Gewerbebogen 4,93155,Hemau,49.048051504907136,11.791793906965436,https://filialen.aldi-sued.de/bayern/hemau/am-gewerbebogen-4
Hauptstraße 110,90562,Heroldsberg,49.5265272,11.1509896,https://filialen.aldi-sued.de/bayern/heroldsberg/hauptstrasse-110
Happurger Straße 23,91217,Hersbruck,49.5047923,11.4403468,https://filialen.aldi-sued.de/bayern/hersbruck/happurger-strasse-23
Ohmstraße 5,91074,Herzogenaurach,49.57819270287917,10.884117299181751,https://filialen.aldi-sued.de/bayern/herzogenaurach/ohmstrasse-5
Im Gewerbepark 1,91093,Heßdorf,49.6279146554048,10.925473008598374,https://filialen.aldi-sued.de/bayern/hessdorf/im-gewerbepark-1
Siemensstraße 4,91161,Hilpoltstein,49.1824983,11.1847052,https://filialen.aldi-sued.de/bayern/hilpoltstein/siemensstrasse-4
Kulmbacher Straße 3,95502,Himmelkron,50.0546666,11.6148076,https://filialen.aldi-sued.de/bayern/himmelkron/kulmbacher-strasse-3
Löserstr. 2,96114,Hirschaid,49.82949773948084,10.986893755272945,https://filialen.aldi-sued.de/bayern/hirschaid/loeserstr-2
Sassanfahrter Hauptstraße 82b,96114,Hirschaid,49.805236,10.968704,https://filialen.aldi-sued.de/bayern/hirschaid/sassanfahrter-hauptstrasse-82b
Rothenburger Straße 13-15,91315,Höchstadt,49.7062851,10.8005343,https://filialen.aldi-sued.de/bayern/hoechstadt/rothenburger-strasse-13-15
Christoph-Klauß-Straße 15,95028,Hof,50.3201216,11.9277828,https://filialen.aldi-sued.de/bayern/hof/christoph-klauss-strasse-15
Kornhausacker 7,95030,Hof,50.3231115,11.8926262,https://filialen.aldi-sued.de/bayern/hof/kornhausacker-7
Schaumbergstraße 15,95032,Hof,50.2856504,11.9229049,https://filialen.aldi-sued.de/bayern/hof/schaumbergstrasse-15
Hans-Elbe-Straße 1,97461,Hofheim,50.12993300000003,10.518128775463085,https://filialen.aldi-sued.de/bayern/hofheim/hans-elbe-strasse-1
Südstraße 4,96142,Hollfeld,49.9291582,11.3010108,https://filialen.aldi-sued.de/bayern/hollfeld/suedstrasse-4
Rudolf-Diesel-Ring 4,83607,Holzkirchen,47.8827629,11.7114142,https://filialen.aldi-sued.de/bayern/holzkirchen/rudolf-diesel-ring-4
Saumweg 36,89257,Illertissen,48.2293673,10.101973,https://filialen.aldi-sued.de/bayern/illertissen/saumweg-36
Sonthofener Straße 51 1/2,87509,Immenstadt,47.55623365133483,10.229977909238528,https://filialen.aldi-sued.de/bayern/immenstadt/sonthofener-strasse-51-1-2
Despag-Straße 2,85055,Ingolstadt,48.7764037,11.4515026,https://filialen.aldi-sued.de/bayern/ingolstadt/despag-strasse-2
Eriagstraße 10,85053,Ingolstadt,48.74760817955939,11.471033399499674,https://filialen.aldi-sued.de/bayern/ingolstadt/eriagstrasse-10
Fauststraße 74,85051,Ingolstadt,48.73554580844447,11.41721201476571,https://filialen.aldi-sued.de/bayern/ingolstadt/fauststrasse-74
Frühlingstraße 35,85055,Ingolstadt,48.7658011,11.4384877,https://filialen.aldi-sued.de/bayern/ingolstadt/fruehlingstrasse-35
Münchener Straße 180,85051,Ingolstadt,48.7352267,11.4398612,https://filialen.aldi-sued.de/bayern/ingolstadt/muenchener-strasse-180
Neuburger Straße 59,85057,Ingolstadt,48.768856263914515,11.402053737475285,https://filialen.aldi-sued.de/bayern/ingolstadt/neuburger-strasse-59
Bahnhofstr. 69,97346,Iphofen,49.69610400000003,10.25967816071318,https://filialen.aldi-sued.de/bayern/iphofen/bahnhofstr-69
Osterfeldstraße 41,85737,Ismaning,48.2309788,11.6875591,https://filialen.aldi-sued.de/bayern/ismaning/osterfeldstrasse-41
Messerschmittstraße 1,89343,Jettingen-Scheppach,48.4090949,10.4357751,https://filialen.aldi-sued.de/bayern/jettingen-scheppach/messerschmittstrasse-1
Am Markt 2,91126,Kammerstein,49.2959736,10.9760054,https://filialen.aldi-sued.de/bayern/kammerstein/am-markt-2
An der Wögerwiese 1,85757,Karlsfeld,48.2272728,11.4694932,https://filialen.aldi-sued.de/bayern/karlsfeld/an-der-woegerwiese-1
Würzburger Straße 1 h,97753,Karlstadt,49.9568862,9.7731447,https://filialen.aldi-sued.de/bayern/karlstadt/wuerzburger-strasse-1-h
Bürgerstraße 7,87600,Kaufbeuren,47.9131842,10.6334483,https://filialen.aldi-sued.de/bayern/kaufbeuren/buergerstrasse-7
Innovapark 35,87600,Kaufbeuren,47.8949745,10.6411546,https://filialen.aldi-sued.de/bayern/kaufbeuren/innovapark-35
Neugablonzer Straße 65,87600,Kaufbeuren,47.8881252,10.6274093,https://filialen.aldi-sued.de/bayern/kaufbeuren/neugablonzer-strasse-65
Viktor-Frankl-Straße 2,86916,Kaufering,48.081563,10.8594356,https://filialen.aldi-sued.de/bayern/kaufering/viktor-frankl-strasse-2
Kelheimwinzerstraße 125,93309,Kelheim,48.9184756,11.8911859,https://filialen.aldi-sued.de/bayern/kelheim/kelheimwinzerstrasse-125
Röntgenstraße 30,95478,Kemnath,49.8660943,11.8769849,https://filialen.aldi-sued.de/bayern/kemnath/roentgenstrasse-30
Magnusstraße 35,87437,Kempten (Allgäu),47.7072331,10.3253074,https://filialen.aldi-sued.de/bayern/kempten-(allgaeu)/magnusstrasse-35
Bleicherstraße 26,87437,Kempten,47.74249139859028,10.325639206874598,https://filialen.aldi-sued.de/bayern/kempten/bleicherstrasse-26
Im Moos 1,87435,Kempten,47.70759332495087,10.312322431722125,https://filialen.aldi-sued.de/bayern/kempten/im-moos-1
Gerberstraße 5,83527,Kirchdorf,48.1646323,12.1650089,https://filialen.aldi-sued.de/bayern/kirchdorf/gerberstrasse-5
Westring 11,85614,Kirchseeon,48.0808717,11.8558332,https://filialen.aldi-sued.de/bayern/kirchseeon/westring-11
Grünzweigstraße 3,86438,Kissing,48.30401,10.9612646,https://filialen.aldi-sued.de/bayern/kissing/gruenzweigstrasse-3
Dagmar-Voßkühler-Straße 10,97318,Kitzingen,49.7412210567311,10.15022330337274,https://filialen.aldi-sued.de/bayern/kitzingen/dagmar-vosskuehler-strasse-10
Marktbreiter Straße 7,97318,Kitzingen,49.7312038,10.1717476,https://filialen.aldi-sued.de/bayern/kitzingen/marktbreiter-strasse-7
Im Mittelgewann 7,63924,Kleinheubach,49.7147765,9.2165831,https://filialen.aldi-sued.de/bayern/kleinheubach/im-mittelgewann-7
Am Schwaigbach 4,82431,Kochel,47.68465661631931,11.402071296958866,https://filialen.aldi-sued.de/bayern/kochel/am-schwaigbach-4
Hunnenstraße 4,86343,Königsbrunn,48.29079,10.8888804,https://filialen.aldi-sued.de/bayern/koenigsbrunn/hunnenstrasse-4
Messerschmittring 20 1/3,86343,Königsbrunn,48.2571224,10.8693998,https://filialen.aldi-sued.de/bayern/koenigsbrunn/messerschmittring-20-1-3
Ingolstädter Straße 141,85092,Kösching,48.8077452,11.4796239,https://filialen.aldi-sued.de/bayern/koesching/ingolstaedter-strasse-141
Am Rothbachl 2 a,83059,Kolbermoor,47.8421985,12.0637976,https://filialen.aldi-sued.de/bayern/kolbermoor/am-rothbachl-2-a
Wiesseer Straße 41,83700,Kreuth-Weißach,47.68914222214511,11.746749271163935,https://filialen.aldi-sued.de/bayern/kreuth-weissach/wiesseer-strasse-41
Lengfurter Straße 47,97892,Kreuzwertheim,49.77032,9.52531,https://filialen.aldi-sued.de/bayern/kreuzwertheim/lengfurter-strasse-47
Industriestr. 29,96317,Kronach,50.23211651802417,11.349888193720515,https://filialen.aldi-sued.de/bayern/kronach/industriestr-29
Am Stausee 6,82494,Krün,47.4963110220137,11.275663604927786,https://filialen.aldi-sued.de/bayern/kruen/am-stausee-6
Erwin-Bosch-Ring 2,86381,Krumbach,48.23588220210468,10.3740933936258,https://filialen.aldi-sued.de/bayern/krumbach/erwin-bosch-ring-2
Wachtelberg 1,97273,Kürnach,49.8411661,10.0187444,https://filialen.aldi-sued.de/bayern/kuernach/wachtelberg-1
Albert-Ruckdeschel-Str. 29,95326,Kulmbach,50.11303958920462,11.456392487547646,https://filialen.aldi-sued.de/bayern/kulmbach/albert-ruckdeschel-str-29
Lichtenfelser Straße 47,95326,Kulmbach,50.10435937308272,11.435958417789625,https://filialen.aldi-sued.de/bayern/kulmbach/lichtenfelser-strasse-47
Ziegelfeldstraße 2,84036,Kumhausen,48.4987865,12.1599169,https://filialen.aldi-sued.de/bayern/kumhausen/ziegelfeldstrasse-2
Alte Umgehungsstraße 25,94405,Landau,48.669787566964686,12.686217013859276,https://filialen.aldi-sued.de/bayern/landau/alte-umgehungsstrasse-25
Am Penzinger Feld 7,86899,Landsberg,48.05382378874631,10.892585643126836,https://filialen.aldi-sued.de/bayern/landsberg/am-penzinger-feld-7
Augsburger Straße 62,86899,Landsberg,48.06309590455185,10.86688314371736,https://filialen.aldi-sued.de/bayern/landsberg/augsburger-strasse-62
Alte Regensburger Straße 59,84030,Landshut,48.54982957955326,12.159250104880355,https://filialen.aldi-sued.de/bayern/landshut/alte-regensburger-strasse-59
Am Alten Viehmarkt 5,84034,Landshut,48.5395149,12.1564468,https://filialen.aldi-sued.de/bayern/landshut/am-alten-viehmarkt-5
Ludwig-Erhard-Straße 9,84034,Landshut,48.540242009489326,12.102091122042111,https://filialen.aldi-sued.de/bayern/landshut/ludwig-erhard-strasse-9
Wittstraße 16,84036,Landshut,48.5288749,12.142461,https://filialen.aldi-sued.de/bayern/landshut/wittstrasse-16
Schießhausplatz 8,90579,Langenzenn,49.49449622027651,10.78781413427544,https://filialen.aldi-sued.de/bayern/langenzenn/schiesshausplatz-8
Am Lehenauweg 2 b,86462,Langweid,48.46006067710362,10.868862789654829,https://filialen.aldi-sued.de/bayern/langweid/am-lehenauweg-2-b
