Street,Postal Code,City,Latitude,Longitude
Warendorfer Straße 8,17192,Waren,53.52084441,12.64879675
Pritzwalker Straße 66,39539,Havelberg,52.83592899,12.08146262
Bahnstraße 11,58119,Hagen,51.3496077,7.5722002
Nischwitzer Breite 1,04808,Wurzen,51.3848166,12.7256465
Laischeweg 2,38554,Weyhausen,52.4632063,10.72056428
Waller Heerstraße 101,28219,Bremen,53.1006898,8.7879365
Höhenweg 2,23774,Heiligenhafen,54.364299,10.9670589
Am Ladenzentrum 5,21465,Reinbek,53.5115137,10.2364752
Polsumer Straße 133,45896,Gelsenkirchen,51.5962188,7.0507789
Klingenbergstraße 25,32758,Detmold,51.95154401,8.85446886
Plantage 86F,38444,Wolfsburg,52.362954,10.7504919
Cappenberger Straße 98,44534,Lünen,51.629578,7.527587
Gravelottestraße 1,31134,Hildesheim,52.14778282,9.96375524
Anny-Schröder-Weg 2,23795,Bad Segeberg,53.92756783,10.33033403
Wiesenstr. 26,37170,Uslar,51.66151286,9.63003637
Böhmheide 45,29614,Soltau,52.98292448,9.84019742
Braukämper Straße 107,45899,Gelsenkirchen,51.55483072,7.03178857
Königstraße 59,25709,Marne,53.95613599,9.00663655
Burgdorfer Straße 23,31311,Uetze,52.46347289,10.19723669
Klosterstraße 107,46282,Dorsten,51.6594528,6.9427692
Marburger Straße 388,57223,Kreuztal,50.97103279,8.0478949
Lange Straße 97,49632,Essen (Oldenburg),52.7147421,7.9383639
Flensburger Straße 174,24837,Schleswig,54.529825,9.5307441
An der Brücke 1,19386,Lübz,53.46573947,12.04049596
Eisenbahnstraße 14,32369,Rahden,52.430458,8.6223787
Josef-Orlopp-Straße 22-24,10367,Berlin,52.5224133,13.48421031
Braustraße 1,08499,Mylau,50.62111738,12.26535573
Bruayplatz 2,58730,Fröndenberg,51.4724511,7.7640073
Spitzkrugring 2,15234,Frankfurt (Oder),52.3641523,14.5266899
Neckarstraße 1,38120,Braunschweig,52.2410997,10.4932845
Rudolf-Breitscheid-Straße 27,15837,Baruth-Mark,52.0428316,13.5046035
Elsterstraße 51-57,04109,Leipzig,51.3414257,12.3613862
Straße vor Schönholz 21,13156,Berlin,52.5729669,13.3815524
Alte Bahnlinie 4,26345,Bockhorn,53.3920332,8.0088589
Arthur-Imhausen-Straße 26,58453,Witten,51.439202,7.35265355
Falkenberger Landstraße 89,28865,Lilienthal,53.15412003,8.93445024
Marktstrasse 4,06895,Mühlanger,51.8610442,12.717831
Ernst-Ihle-Straße 10,34613,Schwalmstadt,50.9106,9.2438
Nordhäuser Weg 3,37154,Northeim,51.70841001,10.00524434
Gerhard-Wetzel-Straße 11,32339,Espelkamp,52.3761175,8.6304777
Grimmaische Straße 67,04720,Döbeln,51.1334205,13.0964371
Am Beckerkamp 29 a,21031,Hamburg,53.49795,10.20879
Am Seewasem 3,35216,Biedenkopf,50.90506764,8.53467947
Stockäcker 4,36275,Kirchheim,50.8319287,9.57344536
Bergerstraße 113,16225,Eberswalde,52.83552596,13.81586276
Sperenberger Straße 1,33178,Borchen,51.66551849,8.72513275
B167 15,16244,Schorfheide,52.8503265,13.67925
Wierastrasse 3,34613,Schwalmstadt,50.91125673,9.18148378
Schmuckenberger Weg 2a,32825,Blomberg,51.93844,9.0993897
Am Fuhrenkampe 14,30419,Hannover,52.40984165,9.69332786
Bornstraße 160,44145,Dortmund,51.529479,7.4708344
Zum Feldkamp 16a,27619,Schiffdorf,53.5266,8.6447918
Altenburger Straße 71,04610,Meuselwitz,51.038961,12.3127222
Papenheimer Straße 65,34414,Warburg,51.4933189,9.1350803
Küsterkamp 3,25355,Barmstedt,53.78781165,9.77193
Tonndorfer Hauptstraße 28,22045,Hamburg,53.5827333,10.1160417
Oesterstraße 120,44309,Dortmund,51.53374792,7.54981225
Lindenhofstraße 1,28237,Bremen,53.1157293,8.75814044
Lausanner Straße 83,12205,Berlin,52.4269377,13.303657
Alte Schulstraße 30,38448,Wolfsburg,52.4641631,10.8525183
Annaberger Straße 315,09125,Chemnitz,50.7965813,12.9211236
Bulgakowstraße 7,01217,Dresden,51.0195069,13.7357254
Südertoft 2,24392,Süderbrarup,54.6341504,9.77517688
Hamburger Straße 31,21493,Schwarzenbek,53.5011276,10.470738
Herborner Straße 1,35096,Weimar (Lahn),50.761653,8.7391932
Parkstraße 23,49584,Fürstenau,52.51339725,7.67232317
Georg-Pfingsten-Weg 5,24837,Schleswig,54.50429034,9.54243127
Friederikenstraße 25,04279,Leipzig,51.2927326,12.3938059
Carl-Zeiss-Straße 2-10,24223,Schwentinental,54.28449137,10.22181918
Labahnstraße 18,17424,Heringsdorf,53.95805446,14.15448147
Eisenacher Weg 5,36132,Eiterfeld,50.7581814,9.8080351
Christian-Hülsmeyer-Straße 3,27472,Cuxhaven,53.8428191,8.6929735
Am Siedlerplatz 18,33014,Bad Driburg,51.7213172,9.0142533
Pestalozzistraße 23,17309,Pasewalk,53.5067895,14.0066115
Ziegelstraße 109-111,23556,Lübeck,53.8632469,10.6546787
Am AKKU 7,22885,Barsbüttel,53.5670945,10.1645992
Heinrich-Heine-Platz 8-12,10179,Berlin,52.506381,13.4161598
Rissener Straße 125,22880,Wedel,53.58453515,9.72627026
Promenade 35,14913,Jüterbog,51.9974107,13.08463813
Roßheidestraße 87,45968,Gladbeck,51.5454833,7.0044806
Lemgoer Straße 74,32657,Lemgo,52.02018357,8.91189489
Am Drosselberg 47,99097,Erfurt,50.950437,11.0760464
Bruno-Dost-Straße 39,08289,Schneeberg,50.60077976,12.62489355
Jahnstraße 2,49504,Lotte,52.272145,7.9159153
Darfelder Straße 36,48727,Billerbeck,51.9853835,7.29263291
Erlenbacher Straße 1,42477,Radevormwald,51.1977239,7.38492417
Ziolkowskistraße 25,98693,Ilmenau,50.69601132,10.92375548
Torfbruchstraße 2b,33165,Lichtenau,51.6169207,8.9071653
Milower Landstraße 9A,14712,Rathenow,52.5833154,12.336068
Am Markt 6,26452,Sande,53.50356019,8.01198198
Brehnaer Straße 34,06749,Bitterfeld-Wolfen,51.61262164,12.30688831
Clara-Zetkin-Platz 7,04808,Wurzen,51.36995449,12.74383564
Marktstraße 4,31185,Söhlde,52.2125791,10.1953271
Ratzeburger Straße 36,23879,Mölln,53.6369,10.6927
Otto-Schönermark-Straße 2,06502,Thale,51.75065596,11.04076634
Hauptstraße 6 A,25923,Süderlügum,54.86988991,8.90669221
Friedrich-Ebert-Straße 73,39114,Magdeburg,52.1262605,11.66625999
Hammer Str. 109,45772,Marl,51.69386956,7.11991244
Grünstraße 102,59063,Hamm,51.6679786,7.8179071
Bismarckstraße 10,36179,Bebra,50.96974727,9.79545028
Herrenholz 14,23556,Lübeck,53.8570529,10.62792369
Osterholzer Heerstraße 111-113,28307,Bremen,53.05817703,8.93519513
Riesstraße 43,27721,Ritterhude,53.17961334,8.75451184
Johannisthaler Chaussee 300,12351,Berlin,52.43106,13.456011
Eutiner Ring 14,23611,Bad Schwartau,53.91839,10.69437152
Nova Eventis,06237,Leuna,51.3440169,12.1774043
Birkenbogen 9,24999,Wees,54.8078704,9.5128484
Magdeburger Straße 47,38820,Halberstadt,50.4944018,12.1003466
Norderstraße 11,25767,Albersdorf,54.14836535,9.28338305
Alte Heerstraße 8,31135,Hildesheim,52.1599291,10.0134126
Pfingstweide 2,34270,Schauenburg,51.28010388,9.35655617
Am Saal 12,21217,Seevetal,53.41898397,10.01892108
Bahnhofstraße 27,39619,Arendsee (Altmark),52.87872358,11.49146381
Zur Schönbuche 2,35716,Dietzhölztal,50.8365431,8.3324079
Gellenweg 12-14,34582,Borken,51.04553571,9.27902696
Baakenallee Lola-Rogge-Platz 38,20457,Hamburg,53.53734524,10.01273868
Hauptstraße 37,13127,Berlin,52.61200725,13.43439697
Langenberger Straße 2 a,27798,Hude,53.10574368,8.47176241
Villacher Straße 8,24147,Kiel,54.29769157,10.17388648
Bäderstraße 2 a,17459,Ückeritz,54.01468199,14.04750761
Im Kleinen Maser 3,31195,Lamspringe,51.95680965,10.00226037
Lindenstraße 18,58540,Meinerzhagen,51.10738993,7.64322246
Eichkoppeltwiete 1,22889,Tangstedt,53.73033154,10.09540058
Carl-Heydemann-Ring 130,18437,Stralsund,54.30540366,13.07110159
Poststraße 46,26897,Esterwegen,52.99032499,7.62668495
Henstedter Straße 26,24629,Kisdorf,53.80254109,10.00369124
Heinrich-Grube-Weg 76,27476,Cuxhaven,53.88503285,8.66143098
Geithainer Straße 21,09306,Rochlitz,51.05768364,12.78550317
Stockelsdorfer Weg 80,23611,Bad Schwartau,53.91074064,10.66886191
In der Trift 7,57462,Olpe,51.02149538,7.84285136
Schlachthofstraße 1,06366,Köthen (Anhalt),51.7540041,11.9992788
Luckenwalder Straße 2-6,15711,Königs Wusterhausen,52.29590776,13.62395542
Moorberg 5,31157,Sarstedt,52.23763137,9.87451128
Hauptstraße 35,26209,Hatten,53.02341,8.3468199
Anderter Straße 101M,30559,Hannover,52.37418186,9.8651445
Lüneburger Straße 52-54,29525,Uelzen,52.96898955,10.56117536
Herzebrocker Straße 20,33378,Rheda-Wiedenbrück,51.85862003,8.28217228
Hannoversche Straße 77,30926,Seelze,52.392701,9.6104573
Unterdörnen 80,42283,Wuppertal,51.2685785,7.1924336
Gewerbestraße 4,35644,Hohenahr,50.6718183,8.5164472
Viktoriastraße 63,44532,Lünen,51.60865333,7.50933656
Brünskamp 1,23866,Nahe,53.79983263,10.14526391
Friedrich-Ebert-Allee 3,34225,Baunatal,51.25471517,9.4110912
Eilbergweg 10,22927,Großhansdorf,53.6618271,10.28454313
Unter den Eichen 97,12203,Berlin,52.44560351,13.2946686
Saalfelder Straße 29,07381,Pößneck,51.1200129,13.7698438
Langer Rehm 10,24149,Kiel,54.33456507,10.19041192
Möllner Landstraße 108a,21509,Glinde,53.5422344,10.2164432
Droote 46,44328,Dortmund,51.55809774,7.54245397
Embser Landstraße 4-6,28832,Achim,53.0175603,9.0305202
Dr.-Georg-Kohnert-Straße 22,17126,Jarmen,53.9216879,13.3436102
Osttor 24,48324,Sendenhorst,51.84358157,7.8333896
Westerstraße 33,28199,Bremen,53.07406112,8.79769534
Wüllener Straße 55a,48691,Vreden,52.0356701,6.8340004
Hauptstr. 34,16567,Mühlenbecker Land,52.66578715,13.37969491
Industriestraße 36,21354,Bleckede,53.2871131,10.73325133
Recklinghäuser Straße 79-81,45721,Haltern am See,51.7350553,7.1890757
Cappeler Stiftsallee 72,59555,Lippstadt,51.68537531,8.30954292
Fürstenwalder Allee 314,12589,Berlin,52.4315366,13.714691
Heinrich-Steinberg-Straße 1,26434,Wangerland,53.66691308,7.91052884
Höferhof 14,42929,Wermelskirchen,51.0949217,7.1990212
Dorstener Straße 33,48734,Reken,51.8260389,7.04767022
Pommernstraße 17g,45889,Gelsenkirchen,51.5372388,7.1226526
Königsberger Straße 7,24321,Lütjenburg,54.29352662,10.59990351
Lindenstraße 11,59302,Oelde,51.8285829,8.1471002
Scheidemantelweg 9,99091,Erfurt,51.01676981,10.98465775
Meppener Straße 131,49808,Lingen (Ems),52.5340651,7.3032687
Fähranger 10,32457,Porta Westfalica,52.2381989,8.9146505
Horster Straße 41,45897,Gelsenkirchen,51.575519,7.04985385
Am Marktwege 2,06667,Weißenfels,51.1848853,11.9298471
Bahnhofstraße 68-72,14612,Falkensee,52.55991958,13.09436892
Lärchenweg 1,29227,Celle,52.5991592,10.1090401
Borghausen 11,59909,Bestwig,51.36343342,8.40572035
Am Annatal 59,15344,Strausberg,52.54932407,13.86363254
Hölkeskampring 213,44625,Herne,51.54629171,7.24048946
Ernst-Thälmann-Ring 56,17491,Greifswald,54.07862312,13.41383491
Am Bahndamm 17,30453,Hannover,52.38512352,9.67045271
Kühnauer Straße 25,06846,Dessau-Roßlau,51.8349983,12.2280595
Dinghorner Straße 12,21717,Fredenbeck,53.52243834,9.39564291
Horster Viereck 1,25358,Horst,53.80473487,9.62426354
Schraplauer Straße,06317,Seegebiet Mansfelder Land,51.45166711,11.67134807
Unterstraße 52-58,44892,Bochum,51.47340727,7.31791535
Ostseestraße 25,10409,Berlin,52.5500694,13.4344223
Am Vossberg 6,23758,Oldenburg,54.29198105,10.91335433
Parkstraße 2,27612,Loxstedt,53.47458447,8.65288861
Lohner Straße 1,49835,Wietmarschen,52.4904175,7.2263242
Arolser Straße 19D,34471,Volkmarsen,51.40528779,9.11340115
An der Mühle 7,18311,Ribnitz-Damgarten,54.2541499,12.4887098
Mengeder Straße 11,44536,Lünen,51.59457557,7.43634981
Bergstraße 7,29389,Bad Bodenteich,52.8336421,10.6754819
Rudolf-Renner-Straße 41 A,01796,Pirna,50.97376224,13.93081316
Am Esch 3,26655,Westerstede,53.25931442,7.93289559
Bockstraße 1-3,04289,Leipzig,51.30426127,12.42655616
Timmermansstrat 11,18055,Rostock,54.08372226,12.19458195
Bergstraße 18,04626,Schmölln,50.89740164,12.34984092
Börnestraße 25,13086,Berlin,52.5501531,13.4482585
Kupferdreher Straße 127,45257,Essen,51.39335646,7.08326718
Klingelholl 110,42281,Wuppertal,51.2805223,7.2036869
Oranienburger Straße 57,13437,Berlin,52.58898444,13.33471869
Hamburger Straße 279,38114,Braunschweig,52.27712531,10.52288538
Bebelstraße 163 a,44532,Lünen,51.5917384,7.5368395
Kleine Amtsstraße 9,59073,Hamm,51.70702258,7.83354481
Winkelmannshof 1,29633,Munster,52.98585,10.08769
Hasebrinkstraße 11,49716,Meppen,52.69202271,7.30022266
Ostring 232,24148,Kiel,54.31239982,10.15934604
Grenzweg 2 a,21385,Amelinghausen,53.13011149,10.21499289
Bahnhofstraße 15 a,08209,Auerbach,50.5133692,12.3976497
Berliner Platz 1C,38102,Braunschweig,52.25119376,10.53506109
Quedlinburger Straße 8,34346,Hann. Münden,51.40146956,9.65864362
Steinesweg 6,40822,Mettmann,51.257437,6.950087
Schützenstraße 27,42281,Wuppertal,51.27998023,7.18563373
Grünhufer Bogen 13-17,18437,Kramerhof,54.31975573,13.04661157
Auf dem Haarkamp 2,49219,Glandorf,52.0945358,8.0028141
Wiesenweg 9,21391,Reppenstedt,53.2467862,10.3607941
Grünstraße 3,03130,Spremberg,51.5628029,14.3721436
Münsterstrasse 151,48249,Dülmen,51.83983571,7.28814548
Woltersdorfer Straße 1,15566,Schöneiche bei Berlin,52.4730967,13.7137801
Unterkirchen 24,42349,Wuppertal,51.2040383,7.1293102
Alter Kamp 8,32120,Hiddenhausen,52.1383013,8.6506825
Weinstraße 9,10249,Berlin,52.5264132,13.4266972
Schlachthofstraße 23,99085,Erfurt,50.98737864,11.04115866
Wewerstraße 27,33106,Paderborn,51.729775,8.6931045
Braustraße 13,07551,Gera,50.8615304,12.0871922
Müggelseedamm 150,12587,Berlin,52.44624567,13.62184416
Schützenstraße 5,29451,Dannenberg (Elbe),53.0976183,11.0903264
Schiffbeker Weg 27,22111,Hamburg,53.5427818,10.1013841
Rischenweg 11,37124,Rosdorf,51.50846663,9.91013525
Zittauer Straße 12,02681,Wilthen,51.0938014,14.3919782
Fritz-Meinhardt-Straße 5,01239,Dresden,50.99965663,13.79267783
Fuhlsbüttler Straße 334,22307,Hamburg,53.60083477,10.04143154
Max-Planck-Straße 3,27283,Verden,52.914112,9.254508
Niedervellmarer Straße 2,34127,Kassel,51.33871609,9.48984695
Uhlandstraße 5,01069,Dresden,51.03607,13.73995
Zum Großen Teich 1,04860,Torgau,51.55185651,12.97492024
Goldsternstraße 58,04329,Leipzig,51.3568011,12.4589289
Saatbruchstraße 55,45309,Essen,51.48604183,7.06238702
Bornaer Chaussee 2,04416,Markkleeberg,51.2798583,12.4306596
Dassower Straße 8 a,23923,Schönberg,53.8563234,10.9267711
Bramfelder Straße 103,22305,Hamburg,53.58952639,10.05150891
Spandauer Str. 112,14612,Falkensee,52.5605342,13.1282903
Desbrocksriede 2 a,30855,Langenhagen,52.43177981,9.67907577
Bahnhofstraße 39,06618,Naumburg (Saale),51.1636967,11.7998539
Hubertusstraße 68,45657,Recklinghausen,51.6052934,7.2102389
Goslarsche Straße 69A,38678,Clausthal-Zellerfeld,51.8219462,10.34037956
Rudolstädter Straße 31b,99444,Blankenhain,50.85485861,11.34323975
Ascherslebener Straße 1,06425,Alsleben (Saale),51.70054803,11.67071506
Marktstraße 10,29640,Schneverdingen,53.12026103,9.78252971
Runde Wiese 6,31137,Hildesheim,52.1604216,9.9035256
Wulfener Markt 350,46286,Dorsten,51.7259553,7.026836
Castroper Straße 239,45711,Datteln,51.6352809,7.3327578
Freiberger Straße 31,09569,Oederan,50.86507907,13.17710206
Uferstraße 18,32108,Bad Salzuflen,52.0686531,8.7529215
Brockeswalder Chaussee 52,27474,Cuxhaven,53.8604211,8.6745593
Ostenfelder Straße 5-7,59320,Ennigerloh,51.8392104,8.0297677
Muldestraße 55,08056,Zwickau,50.68734691,12.49792703
Ruschwitzstraße 56,18528,Bergen,54.408227,13.415607
Steindamm 9 b,25554,Wilster,53.9249456,9.3818689
Roßlauer Allee 4,06844,Dessau-Roßlau,51.8464969,12.2399496
Bäderstraße 3,18375,Born-Darß,54.39254,12.5409851
Oststraße 31-33,07407,Rudolstadt,50.7227374,11.3548269
Weender Landstraße 59,37075,Göttingen,51.54482228,9.93023501
Briller Straße 179,42105,Wuppertal,51.26333122,7.13139896
Bergenring 5,59494,Soest,51.58463709,8.09976311
Korthover Weg 57-59,45307,Essen,51.4672235,7.0884116
Steinfurter Straße 5,48268,Greven,52.1280753,7.5487251
Bautzener Straße 7A,02736,Oppach,51.06039788,14.49928562
Vopeliusstrasse 2-4,59964,Medebach,51.20078966,8.70974719
Hansastraße 41,44866,Bochum,51.4835143,7.1479226
Buchenkamp 94,22359,Hamburg,53.65263348,10.18717661
In den Rietbroken 39,49525,Lengerich,52.17846,7.847
Leher Landstraße 4H,27607,Langen,53.60728727,8.59532125
Nienburger Straße 49,29323,Wietze,52.65708029,9.82426014
Dorstener Straße 263-265,44653,Herne,51.53318323,7.18546693
Ukranenstraße 1,17358,Torgelow,53.6296348,14.0239899
Mukraner Straße 1B,18546,Saßnitz,54.51176623,13.61890221
Hördorfer Weg 45,27711,Osterholz-Scharmbeck,53.23280923,8.75316235
Lockhauser Straße 113,32052,Herford,52.0982938,8.6738711
Postliner Straße 15a,19357,Karstädt,53.1619689,11.7456809
Magdeburger Straße 238,39218,Schönebeck (Elbe),52.01678632,11.71261659
Zum Mönchguter Tor 1,18586,Sellin,54.36488,13.704705
Pasewalker Straße,17098,Friedland,53.672019,13.558931
Buddestraße 32,13507,Berlin,52.5918615,13.2867816
Augustenstraße 30a-32,24143,Kiel,54.31431626,10.14666
Platanenstraße 14,17033,Neubrandenburg,53.52327581,13.25693956
Remmighauser Straße 109 a,32760,Detmold,51.9148299,8.9118352
Braunschweiger Straße 36,38723,Seesen,51.89690169,10.18332164
Weseler Straße 10-12,48249,Dülmen,51.8645405,7.3610426
Winsener Landstraße 13-15,21423,Winsen (Luhe),53.33925197,10.20438155
Carlstraße 2,31073,Delligsen,51.94066468,9.81769036
Auf der Worth 9,27404,Zeven,53.29292093,9.28092986
Große Straße 26,22926,Ahrensburg,53.67447673,10.23883
Große Straße 38,27239,Twistringen,52.7996155,8.6363945
Natorpstraße 26-30,45139,Essen,51.45636372,7.02525358
Leibnizstraße 2,38228,Salzgitter,52.1451408,10.3152622
Kirchbergstrasse 6,35075,Gladenbach,50.7685643,8.5867855
Wilhelm-Nieswandt-Allee 198,45326,Essen,51.50283398,7.00956588
Im langen Roth 3,36266,Heringen (Werra),50.89205476,10.01457217
An der Landwehr 22,44795,Bochum,51.46653191,7.20411091
Berliner Straße 20 B,03238,Finsterwalde,51.63459003,13.706814
Kölner Straße 86c,57368,Lennestadt,51.1396747,8.0132392
Enderstraße 59,01277,Dresden,51.02945104,13.80339475
Hehlenbruchweg 4,29313,Hambühren,52.63439303,9.97526347
Bahnhofstraße 37,48607,Ochtrup,52.20504808,7.18776925
Drispenstedter Straße 4,31135,Hildesheim,52.1628922,9.964946
Hoeppnerstraße 3-13,12101,Berlin,52.4714707,13.384868
Hälverstraße 51,58579,Schalksmühle,51.23713053,7.52946805
Vosskamp 7,46282,Dorsten,51.6580159,6.9656837
Lange Maße 5,31171,Nordstemmen,52.15547944,9.79001308
Heidkoppel 2,24803,Erfde,54.31062813,9.32978735
Stuhrer Landstraße 142C,28816,Stuhr,53.0267686,8.7539545
Konradstraße 27,04315,Leipzig,51.34512582,12.40466283
Auf dem Schmaarkamp 15,21339,Lüneburg,53.26011806,10.41065901
Karl-Marx-Straße 231-235,12055,Berlin,52.46866254,13.44295398
Ehrenfried-Jopp-Straße 57,15517,Fürstenwalde,52.36616652,14.07102048
Konsul-Smidt-Straße 8,28217,Bremen,53.08770573,8.7808605
Zu den Emsauen 2,26871,Papenburg,53.0488065,7.3266872
Berliner Damm 1,25479,Ellerau,53.7502636,9.9171385
Bahrenfelder Kirchenweg 80,22761,Hamburg,53.5649739,9.908273
Borker Straße 86-90,44534,Lünen,51.62357849,7.51437379
Homberger Straße 15,35287,Amöneburg,50.76302488,8.92250092
Am Schwarzbach 8,45731,Waltrop,51.62343,7.42024
Schevemoorer Landstraße 14-20,28325,Bremen,53.07813555,8.94317427
Vietlipper Damm 1,18507,Grimmen,54.09893127,13.03813547
Leinestraße 49,37073,Göttingen,51.526488,9.924908
Marienthaler Straße 8,08060,Zwickau,50.720967,12.471478
Heinrich-Schütz-Straße 55,09130,Chemnitz,50.84087168,12.95141436
Wirusstraße 10,33775,Versmold,52.041016,8.1458944
Döbelner Straße 132,01129,Dresden,51.096925,13.719747
Moritz-Bacharach-Straße 7,59071,Hamm,51.6887707,7.8862627
Bodenburger Straße 9A,31162,Bad Salzdetfurth,52.0532873,10.0014672
Ichtershäuser Straße 47-49,99310,Arnstadt,50.84808899,10.95704151
Zibbeklebener Straße 7,39288,Burg (bei Magdeburg),52.2591627,11.8443663
Westfalenweg 8,33415,Verl,51.8797959,8.5044446
Müllerstraße 128,13349,Berlin,52.552406,13.3479928
Strubbergstraße 9,32312,Lübbecke,52.30373864,8.60394925
Hauptstraße 36,10317,Berlin,52.4965594,13.4868589
Mont-Cenis-Straße 351,44627,Herne,51.54132864,7.26582358
Nienburger Straße 38,49453,Rehden,52.60886322,8.48531221
Fuldatalstraße 14,34125,Kassel,51.3255602,9.518618
Ziolkowskistraße 18,02977,Hoyerswerda,51.42979191,14.2712236
Poggestraße 2A,17166,Teterow,53.77548536,12.56822673
Osterstraße 119,20259,Hamburg,53.57569304,9.9518721
Seestraße 63,23683,Scharbeutz,54.0219912,10.7510862
Erfurter Straße 46,99610,Sömmerda,51.14943365,11.11377393
Röddenauer Straße 20,35066,Frankenberg (Eder),51.0576445,8.7829583
Rummelsburger Straße 98,10319,Berlin,52.4993756,13.4949839
Hindenburgstraße 1,29386,Hankensbüttel,52.73175184,10.60311476
Celler Straße 81,38114,Braunschweig,52.2783636,10.506124
Milsper Straße 222,58256,Ennepetal,51.29844356,7.35689866
Lengenfelder Straße 41,08107,Kirchberg,50.61963941,12.51115625
Lemker Nordfeld 4,31608,Marklohe,52.66356463,9.1560974
Schlosserstr. 1,38229,Salzgitter,52.15693586,10.34834563
Hagener Straße 2,58256,Ennepetal,51.3064234,7.3901874
Menckesallee 24-26,22089,Hamburg,53.56860206,10.05894405
Schwedter Straße 83,10437,Berlin,52.54888566,13.40125497
Johann-Christian-von-Weiß-Straße 5,36448,Schweina,50.8102901,10.33860606
Hamburger Straße 23,22083,Hamburg,53.5748308,10.0338975
Wladimir-Sagorski-Straße 22,09122,Chemnitz,50.79577994,12.8887379
Travemünder Straße 1,01109,Dresden,51.1200567,13.7698921
Bardowicker Straße 10,30449,Hannover,52.3685,9.70416
Adolf-Emmelmann-Straße 5,30659,Hannover,52.4096706,9.8007603
Zum Bahnhof 4,45701,Herten,51.60154,7.08142
Gladenbacher Straße 38,35232,Dautphetal,50.85519871,8.54715321
Saganer Straße 9,14513,Teltow,52.39593853,13.23696137
Wöhrbergweg 5,31234,Edemissen,52.38565141,10.25676813
Auf der Schanze 31,31812,Bad Pyrmont,51.9909064,9.236314
In der Maate 6,48488,Emsbüren,52.3915123,7.2962488
Wollweberstr. 5a,17109,Demmin,53.90434998,13.03860863
Kreuzbergstraße 39,10965,Berlin,52.4904239,13.374999
Mittelstraße 76,22851,Norderstedt,53.68796058,10.03970096
Bleckeder Landstraße 26-28,21337,Lüneburg,53.25053026,10.42737484
Prinzenstraße 27,58332,Schwelm,51.2935368,7.2981926
Grothusstraße 21,45881,Gelsenkirchen,51.5215132,7.0718911
Friedrich-Ebert-Straße 80,48529,Nordhorn,52.422591,7.0686786
Korbacher Straße 5,34454,Bad Arolsen,51.3804422,8.9994061
Friedheim 8,24944,Flensburg,54.8143829,9.471229
Celler Straße 31,29690,Schwarmstedt,52.68079822,9.61885317
Hasenheide 108,10967,Berlin,52.4867896,13.42173
Karpendieck 3a,23970,Hornstorf,53.89198215,11.53077674
Bremer Straße 48,27283,Verden,52.93521141,9.23145477
Hallesche Straße 224 c,06295,Lutherstadt Eisleben,51.5116271,11.5703043
Am Buchholzplatz 8,38700,Braunlage,51.7203545,10.6155419
Dr.-Kurt-Schumacher-Straße 16,39576,Stendal,52.60188706,11.83669766
Hamannplatz 29A,48157,Münster,51.99441036,7.64814609
Stöckener Straße 12,27336,Rethem,52.7814422,9.3721881
Kieler Straße 577E,22525,Hamburg,53.59946312,9.91490017
Altenburger Straße 29,04603,Nobitz,50.9803074,12.4844029
Suhler Straße 36-42,98553,Schleusingen,50.5170419,10.755049
Prerower Platz 1,13051,Berlin,52.56433912,13.50652517
Hermesstraße 3,31275,Lehrte,52.3578624,10.1187033
Jahnstraße 28,31655,Stadthagen,52.31044524,9.19116901
Beethovenstraße 131,42655,Solingen,51.17534523,7.06015846
Windmühlenstraße 3,48429,Rheine,52.28640111,7.46348995
Tobringer 2,24226,Heikendorf,54.3767568,10.22158368
Prozessionsweg 43,33428,Harsewinkel,51.9700454,8.22110655
Am Schleusenkanal 28,21502,Geesthacht,53.43343,10.34138154
Brookgang 21,23743,Grömitz,54.1510835,10.96202661
Dille 57,48432,Rheine,52.2268497,7.4856169
Carl-Zeiss-Straße 4,38268,Lengede,52.19267051,10.32508408
Alte Bahnhofstraße 23,23769,Fehmarn,54.4788773,11.0725042
Bachstraße 9,31319,Sehnde,52.31630571,9.97198102
Heiligenhauser Straße 60,42549,Velbert,51.3328934,7.0224354
Rhauderwieke 9,26817,Rhauderfehn,53.13708325,7.56990305
Haßkampstraße 94,32257,Bünde,52.19186743,8.59293202
Am Dördelmannshof 6,45886,Gelsenkirchen,51.49237224,7.12602576
Berner Chaussee 16,22175,Hamburg,53.6181051,10.0825258
Alverdisser Straße 7,32683,Barntrup,51.9957639,9.1192072
Bahnhof 3,34537,Bad Wildungen,51.11937393,9.13695456
Borchener Straße 25,33098,Paderborn,51.7123838,8.7465679
Lemgoer Straße 2 a,32694,Dörentrup,52.0334942,9.0043834
Fritz-Reuter-Allee 184,12359,Berlin,52.437182,13.4459505
Schwartauer Landstraße 4 a,23554,Lübeck,53.8882319,10.6864303
Teichhütter Straße 2a,37529,Bad Grund,51.7831464,10.1964856
Bullbrücke 1,24235,Laboe,54.3966625,10.2332129
Hundemstraße 44,57368,Lennestadt,51.10269646,8.07133185
Birkenweg 2,15834,Rangsdorf,52.29510936,13.4587566
Anne-Frank-Straße 1,07407,Rudolstadt,50.6913461,11.32439585
Kiebitzkamp 3,29574,Ebstorf,53.0192516,10.42270443
Otto-Hahn-Straße 17,59557,Lippstadt,51.6567858,8.3307576
An der Post 2,59394,Nordkirchen,51.73767775,7.52908093
Willy-Brandt-Straße 10,21335,Lüneburg,53.2429927,10.4139873
Fritz-Josephs-Straße 4 a,59581,Warstein,51.48766472,8.26929325
